,name,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
526,Kebab,100339,420227,7785,25215,29953,46855,8914,16791,121296,10235,65206,139843,250868,216604,1886,442,3107,10333,11803,258,278,2088,439,40,43809,30608,155,87048,67228,506,31727,39624,4149,117,24199,6627,6,5594,41777,4303,16579,3159,9945
527,Kebab,100465,420157,7709,25248,30076,46723,8769,16797,121311,1035,65392,13985,250829,216569,181,439,3104,10215,1169,89,106,2145,455,366,43923,30596,149,87103,67362,504,31712,39536,41536,128,24278,6646,178,5547,41847,4299,16643,3284,10085
528,Kebab,100446,420111,7765,25212,30067,46841,8791,16786,121448,10329,65309,139822,251019,216567,1769,28,3227,10241,11786,266,187,2235,41,291,43925,30556,24,87168,67255,5015,31624,39646,41583,1224,24086,6517,169,5642,41709,4315,16598,3162,10007
529,Kebab,100433,420186,7661,25224,30081,46716,8815,1686,121351,10219,65399,139798,250967,216678,1778,307,3222,10258,1184,22,271,2208,558,226,43892,3057,171,87001,67396,5076,31634,39681,41465,1227,24086,650,73,5656,41679,4179,16567,3208,10077
530,Nasi Jinggo,98837,4554,16803,19389,28983,65528,1575,9983,3088,1754,1614,3135,6255071,1054391,3233,7441,84974,1999,5443,1664,3128,34818,6648,9104,662,434,149,2662185,485,53,72,1091,80,0,1612,799,5,19,491,110973,41794,23064,204
531,Nasi Jinggo,98915,455407,16746,19361,29076,65624,1584,9973,308865,17548,161466,313497,625489,105401,3266,757,8484,19972,54382,89,285,3522,585,1001,66111,43453,76,266316,48484,5236,711,109025,8035,-54,161228,78,3,1889,4898,11098,4183,2314,20375
532,Nasi Jinggo,9878,455468,1683,19292,29003,65468,15707,9933,308857,17555,161404,313411,625567,105486,3275,727,8409,20057,54479,78,339,3507,725,837,66254,43417,78,266201,4842,5385,7119,109016,805,7,161206,785,142,1965,4895,11072,4135,2318,20423
533,Nasi Jinggo,98788,455306,16764,19394,29007,65553,15706,9951,308757,17455,161348,313598,625525,105428,3139,697,8491,19957,54519,114,368,351,62,896,66262,43437,172,266205,48534,5206,7278,109035,801,49,161275,761,73,1943,4897,1101,4137,2375,20386
534,Nasi Jinggo,98886,455329,16743,19465,29025,65485,1584,9925,308717,17499,161366,313493,625435,105475,3307,692,8578,20019,54435,16,347,3567,74,943,66223,43315,109,266211,48482,5302,7179,109017,8055,18,161187,738,149,1943,4832,1103,4229,2292,20399
535,Nasi Jinggo,98902,455372,16871,1948,28964,6558,15797,10033,308718,17485,161402,313411,625572,105454,3257,764,8423,20051,54386,185,375,3423,715,906,66241,43406,147,26616,48473,5241,7181,109147,805,-36,161292,778,-18,1908,4817,11057,411,2395,20404
536,Nasi Jinggo,98782,45537,16761,1930,29058,65433,15687,9885,30882,17584,161344,313513,625498,105367,3139,692,8503,20015,54408,22,386,3428,62,825,66285,43449,122,266169,48509,5382,7114,10900,801,-16,161138,794,2,1801,4829,11036,4251,2308,20334
537,Nasi Jinggo,98801,455479,16728,19439,29079,65449,15742,10073,308701,17484,161324,313583,625448,105402,3139,754,8516,20028,54485,223,266,3519,672,897,66291,4336,219,266304,48502,5212,7232,109082,7994,7,16128,725,2,1985,4812,11136,4132,2213,20341
538,Nasi Jinggo,98741,455424,16872,19325,29065,65579,15843,9955,308703,17632,161491,313547,625537,10545,3314,827,8452,19932,54498,229,262,3461,635,832,66161,43348,111,266192,48593,5274,7168,109199,7902,-17,161241,851,111,1964,4931,10998,4257,2339,20422
539,Nasi Jinggo,98791,455453,16883,19314,28971,65516,15784,9958,308893,17614,161309,313515,625453,105362,3159,777,8486,1997,54355,233,269,3423,645,866,66262,43426,66,266122,4854,5334,7141,109179,805,-92,161115,856,136,1858,498,11053,4272,2257,20461
540,Salmon Mentai,49603,2364,4845,18944,3239,1351,178,4262,1359,2303,654,1137,1667,2099903,1168,4596,3585,679,152,1103,1078,16575,2776,2055,492,1602,415,1072773,212,35,306,462319,383,12062,162136,959,109,435,3041,27475,60018,64419,81
541,Salmon Mentai,49585,236416,4799,19016,3254,13439,1683,4265,135898,2254,65365,113688,166694,210077,114,533,287,6859,159,148,32,1612,273,127,49224,15978,489,107223,21217,3589,30605,46298,3830,1176,16152,875,1024,43449,30503,2759,5905,6526,8135
542,Salmon Mentai,49578,236431,4833,19037,329,13519,1825,4304,135896,2262,6533,113615,166663,209974,1172,461,266,6848,1571,129,77,1699,184,119,49253,16063,512,10726,2119,3465,30595,46134,38368,1186,16247,859,1019,43588,30327,2801,6047,6358,8177
543,Salmon Mentai,49689,236436,4893,18971,3255,13584,1848,4353,135831,2226,65465,113745,166656,209938,1268,457,406,675,1505,111,146,1729,272,141,49176,15994,421,107221,21212,3574,30668,46169,38303,1188,16192,936,1066,43501,30338,2658,6099,6394,8146
544,Salmon Mentai,49549,236404,4787,19038,3162,13507,1858,4202,135839,2352,65453,113674,166698,209992,1121,544,307,6795,1612,153,98,1695,187,258,49164,16078,33,107374,21295,3568,30568,46174,38223,1108,16269,868,1179,4346,30413,2818,6003,6519,8072
545,Salmon Mentai,4953,23648,4782,18959,3306,13588,1755,4216,135955,236,65426,113776,166776,209946,1173,414,43,6753,1568,95,104,1612,206,194,49136,16035,46,107333,21193,3489,30688,46211,3839,1124,16312,888,1055,43529,30327,2769,6043,6464,8002
546,Salmon Mentai,4956,236477,4784,19016,3163,13511,1732,4329,135876,2207,65482,113673,166766,210073,1215,43,416,6799,1556,159,206,1689,304,239,49129,15928,32,107342,21196,3557,30617,46324,38349,1229,16235,951,1133,43424,30409,2672,5977,6377,8044
547,Salmon Mentai,49588,236481,4784,18946,3302,13491,1735,4286,135841,2264,65336,113758,166705,209953,1135,441,454,6715,149,157,54,1586,253,184,49241,16006,402,107198,21164,3579,30662,46147,38395,1268,16227,981,1103,43559,30326,2714,5919,6365,8055
548,Salmon Mentai,49653,236446,4753,19039,3262,13592,1722,4286,135968,2373,65307,113606,166789,209979,1175,534,296,6703,1488,158,72,1655,182,231,49125,16107,367,107218,21294,3454,3065,4623,38289,1231,16232,913,1099,43502,30468,2652,5921,6394,8006
549,Salmon Mentai,49587,236439,487,18996,3337,13605,1747,4287,135859,2284,65377,113682,16667,210029,1225,506,398,6752,1579,12,203,1653,187,264,49182,15999,33,107255,21152,352,30508,46242,38225,1107,16202,919,1099,43478,30417,2661,6012,643,8043
550,Nasi Bakar Ikan Cakalang,63944,3045,4843,2039,21012,29301,13,12284,663,2552,276,926,3683,199516,955,1636,1523,70,2283,771,75,21212,2493,4698,261,794,19,1042,64,16,36,556,40,0,757,855,0,0,684,16382,23172,467,47
551,Nasi Bakar Ikan Cakalang,63996,304492,4801,20395,21059,29342,1348,12339,66224,2562,27664,92679,368251,20051,943,96,1562,6952,22785,152,97,2035,155,515,26035,7976,22,104217,648,169,3554,55652,4007,-39,75693,794,19,-9,6883,16379,2259,486,4787
552,Nasi Bakar Ikan Cakalang,63942,304524,4802,20434,21012,29337,1264,12371,66353,2575,27565,9266,368211,19892,1003,263,1609,7055,22925,167,59,2153,343,518,26155,8005,131,104209,6449,1597,3518,55562,4059,-67,75615,925,-65,-72,6934,16452,2366,532,4759
553,Nasi Bakar Ikan Cakalang,63986,304515,4902,20379,21021,29202,1231,12319,66389,2535,27559,92509,368221,20005,1026,96,1502,7025,22744,58,2,2211,195,461,26188,8037,154,104113,637,1647,3513,55659,3963,-43,75693,84,22,-85,6928,16306,2375,449,4792
554,Nasi Bakar Ikan Cakalang,63884,304408,4929,20441,21062,29324,1398,12197,66243,2484,27603,92622,368357,1996,985,20,1537,7091,22855,64,126,2204,331,445,26164,7985,225,104154,6422,1604,3557,55695,3956,10,75618,831,35,25,6846,16462,2404,388,4641
555,Nasi Bakar Ikan Cakalang,6400,30441,4789,20419,20983,29391,1293,12353,66299,2603,27597,92571,368286,19993,908,16,1599,7095,22828,9,145,2068,15,565,26027,7872,284,104291,6494,1552,3599,55544,3984,31,75785,942,-19,-45,6823,16387,2391,562,4632
556,Nasi Bakar Ikan Cakalang,63981,304554,4762,20371,20926,29311,1206,12264,66244,2651,27558,9250,368279,19925,867,23,1494,6915,2288,168,119,2081,227,527,26144,8038,199,104167,6419,1511,3697,5561,4041,-11,75649,871,96,6,6788,16338,2242,438,4633
557,Nasi Bakar Ikan Cakalang,64001,304501,4815,20478,21072,2940,1399,12329,66398,2642,27603,92543,368305,20044,1037,177,1599,7014,22882,23,123,217,316,426,26139,8035,129,104263,6379,166,366,55617,3928,-95,75687,883,-9,67,6844,1639,2287,562,4644
558,Nasi Bakar Ikan Cakalang,6394,30454,4843,20456,20913,29378,1223,12257,66302,2608,2757,92502,368211,20023,911,168,1573,6964,22925,151,89,2176,342,524,26133,8024,141,104148,638,1635,3619,55603,392,-4,75758,877,67,-83,6928,16312,2252,394,477
559,Nasi Bakar Ikan Cakalang,63846,30442,4858,2045,21054,29239,1239,12355,66296,2517,27683,92614,368274,19905,932,71,1551,7061,22837,177,121,2089,263,556,26137,7861,232,10420,6489,1609,3549,55627,4002,29,75692,79,6,84,6871,1639,2324,485,4669
560,Salad Sayur,48521,2353,2041,18222,10808,19884,307,8807,736,1496,245,432,1180329,578758,342,1916,14992,227,2521,459,515,34,2744,1899,145,563,0,881312,209,0,20,497987,43,20,487223,2769,0,0,3604,26154,91755,57452,0
561,Salad Sayur,48434,235286,1956,18248,10806,19909,3158,8851,73537,142,24529,43148,118063,5791,438,232,1511,2175,25131,4,-45,412,253,144,14449,5713,-24,88151,20811,-44,1971,49717,4343,204,48774,2851,76,-82,35946,2645,9104,5677,8
562,Salad Sayur,48431,235286,2114,18264,10898,19958,3094,8822,73522,1424,24454,43185,118076,57778,392,235,1512,2217,2530,31,63,335,321,213,14567,5668,23,88075,20823,-77,2078,49812,4354,1968,48803,2729,35,89,36091,2554,910,5676,-91
563,Salad Sayur,48615,235293,208,18214,1073,19808,3056,8723,73585,150,24551,43157,118057,57812,407,234,1551,2265,25239,11,109,265,299,118,14426,563,7,8808,20801,-44,1981,49797,4391,2036,48752,2862,-72,9,36134,2598,9189,568,71
564,Salad Sayur,4844,235271,204,18152,1084,19948,316,8846,73592,1586,24481,43263,117986,57909,409,217,1596,2303,25184,115,13,281,369,208,1456,5539,-46,88216,20812,56,1917,49853,4268,2021,48643,2747,-44,-18,36103,2671,9261,5675,-21
565,Salad Sayur,48617,235223,1956,18235,10733,19925,3006,882,73577,1471,24453,43163,11807,57866,369,203,141,2347,25309,-43,11,414,319,269,14577,5614,98,88086,20823,55,2098,49784,4268,1979,48699,2839,-23,31,35997,2653,9085,5788,-52
566,Salad Sayur,48565,23528,2072,18254,10733,19839,3019,8775,73524,143,24575,43128,118001,57791,278,133,1495,2286,25267,8,-22,336,181,192,14423,5569,7,88076,20959,15,1931,49749,4329,1946,48762,2737,-49,87,35964,2709,9092,5807,21
567,Salad Sayur,48436,235303,2032,18223,10861,19974,3043,877,73597,149,24536,43246,118128,57868,419,177,1565,2285,2518,-32,47,359,336,191,1456,5636,69,88201,20964,42,2057,49795,4233,2034,48666,2789,-24,73,35951,2579,9108,5663,73
568,Salad Sayur,48436,235344,1951,18203,10715,19813,3052,8883,73513,1489,24571,43226,118121,57817,343,231,159,2217,25161,139,-35,306,218,10,14501,5706,-99,88135,20849,5,2067,49863,426,203,4881,2778,-37,45,35947,2567,9191,5656,-58
569,Salad Sayur,48482,235298,2053,18318,10872,19896,3043,8857,73684,148,24466,43133,118051,57873,385,283,1499,2219,2513,11,134,327,366,105,14525,5635,-56,88104,20957,-8,1917,49724,4301,1963,4868,2734,88,47,36026,2581,9244,5804,13
570,Kangkung Belacan,41306,1909,2446,10985,1588,23678,355,9487,1175,4882,264,430,1956,176733,58,1102,10531,245,2845,381,861,6523,1244,3938,312,492,41,977485,672,0,36,542,40,0,733,1827,0,0,878,9258,74496,18668,0
571,Kangkung Belacan,41226,190887,2532,11008,1661,2365,3453,9467,117474,4966,26343,43042,195538,17585,644,93,954,2399,28367,3,167,708,139,489,31209,496,10,97837,67239,5,3685,54166,3942,74,73399,185,78,39,8771,841,7484,1958,-56
572,Kangkung Belacan,41306,190959,2487,11051,1492,2377,345,9574,117547,4876,26324,43097,195592,17689,646,43,1013,2429,28524,103,176,569,42,402,31233,491,13,97707,67261,-78,3524,54197,4094,-43,73278,1916,64,97,8732,946,7549,1894,49
573,Kangkung Belacan,41273,190828,2415,10934,1501,23725,3584,9472,117518,4917,26315,4302,195663,17701,577,196,1126,243,28541,137,33,644,115,443,31184,499,51,97706,6718,22,3682,54187,3983,-36,73385,1866,-55,88,8833,971,7509,1863,64
574,Kangkung Belacan,41269,19080,2495,10905,1558,23743,3523,9556,117467,4868,26318,42995,19560,17737,554,32,1118,2418,28368,3,15,742,95,375,31269,4894,81,97834,67229,78,3551,54212,391,-9,73315,188,44,-94,8797,937,7519,1947,48
575,Kangkung Belacan,41213,190947,2351,10889,1656,23596,3565,9507,117483,4971,26309,42961,195658,1769,59,148,1112,2476,28524,24,10,74,41,332,31115,495,81,97743,67276,21,3675,54254,4059,28,73377,1854,-92,-33,8854,992,7522,1793,32
576,Kangkung Belacan,41341,190973,2483,11046,1671,23729,3584,9535,117487,4952,26465,42974,195599,17583,481,157,1089,2427,28416,-3,164,559,173,477,31181,4878,72,97683,67199,81,3509,54209,3965,-33,73246,1903,-88,8,8766,849,7433,1839,25
577,Kangkung Belacan,41322,190962,2375,10886,159,23758,3541,9499,117536,4938,26316,43036,195529,17574,487,101,986,2415,28379,109,133,696,79,361,31118,4867,55,97764,67197,-19,3517,54194,4082,43,73325,175,-95,28,8747,988,7499,193,5
578,Kangkung Belacan,41271,190949,2354,10983,1523,23772,3637,9407,117457,4946,26317,43072,195568,17596,581,37,1046,2463,28376,-19,56,59,32,47,31151,4841,19,9783,67101,-29,3638,54236,4084,-5,73321,1809,52,55,8774,909,7385,1797,-69
579,Kangkung Belacan,41267,190896,2448,11035,1637,23758,3486,9391,117462,4863,26404,42922,195592,17663,657,207,1057,2544,28352,116,49,639,11,488,31281,4959,3,97736,67166,94,3566,54295,396,2,73287,1883,-99,7,8862,855,7445,1799,17
580,Sate Taichan,61045,1580,7167,2424,26286,32005,607,13207,1411,2581,508,990,1965658,264391,542,3376,28022,778,1186,802,121,16218,6545,3265,173,269,51,1312496,146,9,32,719,68,40,948,369,0,1,3383,6951,7609,7345,86
581,Sate Taichan,61025,157991,7224,2333,26254,3197,606,13107,141194,2676,50841,99044,196529,26483,555,388,2729,7739,11777,73,216,1648,583,344,17391,26895,143,131308,14548,971,315,71965,6739,3997,94761,378,83,63,33877,74,815,76,8559
582,Sate Taichan,61021,15794,7187,2504,26295,31974,6155,13238,141101,2602,50856,99051,196585,26486,602,315,2739,7771,11888,27,10,1693,726,303,17335,26862,-23,131197,14593,865,3234,71953,6827,3986,94704,292,-39,33,33736,653,701,665,8526
583,Sate Taichan,61033,157966,7217,2495,26305,31926,5977,13304,141005,2564,5079,98985,196531,26409,591,40,2849,7864,11786,15,36,1657,661,345,17279,26964,78,131276,14536,955,3156,71999,672,4051,94709,397,-73,114,33741,743,755,686,8527
584,Sate Taichan,60949,157929,725,2443,26306,31963,607,13239,141123,2503,50777,99058,19665,26411,471,301,2844,7701,11829,116,72,1534,612,416,17204,26976,-7,131263,14531,961,3249,71851,6859,4016,9485,414,21,149,33876,771,682,799,8689
585,Sate Taichan,60999,158074,7184,2477,26234,31919,6094,13161,141056,264,50734,98944,196623,26516,487,246,2767,7802,1190,144,141,153,652,282,17237,26867,54,131346,14564,823,3212,71997,6889,395,94762,351,-6,11,3382,746,704,781,8517
586,Sate Taichan,61138,158044,7175,2385,26281,32039,6059,13201,141077,2674,50754,98916,196513,26439,59,385,289,7873,11896,35,144,1588,717,325,17344,26972,-33,131282,14529,919,3172,71925,6889,4094,94801,362,-56,14,33906,681,749,768,8568
587,Sate Taichan,61098,157932,7166,2393,26221,32006,6142,13304,14105,2663,50827,99021,196598,26378,518,266,2887,7857,11945,-12,153,164,662,404,17281,26978,-33,131302,14525,974,3107,71868,6762,392,94756,351,-5,77,33813,688,694,64,8516
588,Sate Taichan,61067,157929,7071,2447,26262,31984,6061,13162,141167,2569,50877,9896,196614,26366,462,375,2806,7796,11826,148,208,1619,557,369,17268,26937,121,13132,14571,994,3181,71836,6747,3952,94741,274,-3,195,3376,719,677,715,8696
589,Sate Taichan,60973,157974,7089,2407,26247,32023,5985,1315,141183,2614,50751,99015,19665,26497,64,298,2719,7812,11936,11,211,1695,655,422,17243,26861,131,13124,14513,988,3279,71848,6759,3946,94844,396,7,13,33771,711,738,819,8572
590,Sate Kambing,80579,1231,8996,3368,5493,21022,819,2055,1512,4048,696,1413,2194596,29538,1477,3282,17933,873,1729,947,1323,19764,471,2922,181,247,444,950496,121,0,65,501,72,20,551,264,0,0,2904,7793,18912,419,109
591,Sate Kambing,80541,123039,894,3463,5567,21034,822,2072,151137,406,69619,141207,219544,29443,1379,375,1761,8633,17373,167,227,1993,393,38,18135,24642,357,95125,12167,88,6576,50133,7203,1905,55194,208,-26,82,28966,733,1891,445,10931
592,Sate Kambing,80606,123041,8906,3398,5487,20947,8256,202,151268,3975,69652,14123,21941,29634,1409,371,1864,8671,17213,88,174,1977,57,331,18168,24725,485,94955,12052,-99,6591,5009,7162,193,55011,191,-8,-72,28977,793,1852,396,10831
593,Sate Kambing,80609,123082,9093,3435,5431,2100,8093,2107,151273,4077,69585,141368,21944,29469,153,271,1852,8686,17276,125,77,2011,493,266,18045,24771,453,95059,12126,-57,6516,5006,7205,1907,55029,289,-8,57,29076,859,1935,509,10974
594,Sate Kambing,80654,123102,909,3442,553,20988,8163,215,151241,4084,69601,141298,219373,29617,1492,249,1736,872,1725,7,21,2039,429,323,18158,24762,382,95106,12145,-66,6449,50061,7221,2067,55068,284,-87,-86,29121,781,1911,399,10893
595,Sate Kambing,8053,123177,9091,3276,5556,21024,8271,2015,151211,4046,69614,141313,219483,29581,1573,295,1824,8738,17226,192,226,200,391,341,18003,24693,438,94977,12132,44,6495,50146,7108,2087,55065,283,6,-17,29073,813,1985,493,1098
596,Sate Kambing,80561,12318,895,3452,5522,21073,8124,1987,151254,3957,69697,141212,219413,29584,1476,401,1764,8803,17316,173,19,2042,559,255,18108,24789,396,9511,12027,73,6422,50177,7254,2039,55106,315,-84,-8,29079,801,1963,35,10878
597,Sate Kambing,80634,123106,8987,3271,5461,20988,8199,2141,15122,4096,69544,141288,219415,29498,1399,42,1858,8658,17192,-4,202,1986,405,294,18112,24732,349,94958,12166,26,650,50028,7198,2067,55035,17,4,-34,2910,747,1843,51,10939
598,Sate Kambing,80661,123148,8922,3441,5401,21108,8285,1992,151232,4007,69592,141266,219489,29467,1478,375,1705,8818,1734,153,161,1955,484,275,18063,24633,467,95089,12135,-25,6473,5009,7142,1917,55086,224,-2,13,29023,834,1982,319,10868
599,Sate Kambing,80574,123112,9003,3317,5447,21013,8118,1964,151184,3976,69561,141215,219555,29616,1538,239,170,8805,1736,102,153,204,495,306,18029,24671,489,95033,12002,-56,6575,50107,7231,1928,55003,314,41,9,29049,837,1834,374,10858
600,Nagasari,7941,1753,674,1016,101,21126,47,11392,37,132,68,126,551,44758,104,233,1304,172,109,184,92,3346,1052,676,30,193,0,909,45,0,353,369,0,0,28,1618,0,0,87,49755,37457,9712,0
601,Nagasari,7973,175311,746,10182,10037,21084,422,11329,3609,122,673,12674,55044,4556,106,19,174,1749,1037,104,-57,405,106,19,3022,1937,52,90834,4402,1,35296,36937,-17,34,2872,1567,-59,-95,872,4983,3798,881,-69
602,Nagasari,7879,175285,616,10153,10151,21084,459,11403,3746,192,6751,12607,55177,4543,124,-43,183,1797,997,-56,-25,337,201,161,2917,1947,45,90878,4597,-8,35325,36988,47,17,2876,1585,12,2,857,5046,3731,1044,-3
603,Nagasari,7867,17527,648,1026,10103,21104,44,11425,3615,7,6712,12699,55161,439,74,93,118,178,1112,2,-81,384,169,65,3033,2026,54,9089,449,-35,35268,36891,-8,-87,274,1643,-14,-83,876,4904,3763,889,-15
604,Nagasari,7928,175339,637,10091,10114,21041,403,11485,3609,77,6732,12689,5504,4548,1,44,223,1728,114,68,-49,308,127,4,3071,1863,52,9091,4475,-7,35338,36976,-72,-74,2746,1531,16,37,779,5036,3713,97,9
605,Nagasari,7873,17540,772,10163,10115,21205,433,11374,3714,193,6752,1254,55109,4426,69,77,39,1776,995,-68,-57,345,12,133,2912,1971,79,90854,460,25,35284,36995,46,5,2796,1542,96,-87,918,502,3747,887,-79
606,Nagasari,8027,175356,729,10093,10008,21097,466,11456,3692,217,6754,12555,55042,4567,131,0,179,175,1128,-79,-29,25,172,92,2905,1844,28,90904,4564,-74,35385,36949,-85,97,275,1524,83,37,781,4958,369,894,-8
607,Nagasari,7887,175284,575,10169,10108,21219,551,11321,3651,173,6744,12609,55084,4497,164,-29,225,1804,993,3,15,329,18,1,3048,1951,98,90859,4485,-27,35336,36963,16,7,2716,1608,8,-93,923,4951,3709,985,-57
608,Nagasari,7906,17529,672,10107,10197,21203,469,11351,3771,68,671,12559,55126,4441,16,9,144,1705,1054,118,96,335,102,116,3045,2013,6,9092,4434,-89,35261,36946,-47,44,2816,154,-22,27,79,5036,3702,889,73
609,Nagasari,797,17527,584,1020,10054,21198,486,11293,366,20,6718,12604,55151,4417,198,-27,122,1767,1182,28,-81,283,55,-1,294,1969,-95,90946,4537,94,35379,36968,79,39,2784,1687,1,-23,911,4974,3785,1071,-76
610,Bakpao,7253,3060,8175,9477,21332,48663,137,2074,2271364,2999,299,1056918,1827,205797,71,1289,4187,839,354,2137,1772,28002,2962,2357,426,223,118,312499,719,695,63,264,0,0,56355,331,1,6,102,55112,24319,7344,300
611,Bakpao,72467,305966,813,9381,21415,48577,1316,2121,227147,3095,29912,105607,182654,20572,807,47,367,8292,3489,304,134,2824,306,202,42573,22324,104,31328,71971,69464,6364,26436,95,4,5601,31,-8,535,1087,5571,2374,806,30056
612,Bakpao,72563,305983,815,9393,21354,48594,141,2011,227113,2979,2989,105774,182693,205716,693,148,359,833,3533,182,253,2704,199,152,42537,22229,127,31313,71891,69505,6259,26431,32,79,5598,40,-25,548,924,5552,2418,797,29914
613,Bakpao,72433,306046,8076,9538,21258,48738,1458,2168,227088,3041,29993,105677,182674,205842,726,87,419,8422,3589,136,25,2859,333,142,4261,22351,214,31201,71876,6948,6222,26427,73,97,5561,36,26,612,1085,5539,2526,828,29933
614,Bakpao,7256,306024,8189,9463,21287,48624,1295,2101,227075,2902,29992,105759,182631,205707,754,107,442,8459,3486,223,226,2705,204,206,42578,22306,104,31303,71946,69423,6388,26461,54,-41,5712,277,-56,598,979,5512,2412,817,29939
615,Bakpao,72506,30604,8261,9489,21314,48651,144,2008,227155,2907,29893,105701,182752,205835,645,39,458,8409,3585,271,85,2797,367,231,42662,22302,147,31331,71862,69481,6267,26376,-68,-48,5542,372,-77,508,1113,5511,2467,706,29996
616,Bakpao,72545,305938,8155,946,21276,48569,1295,2085,227187,2941,29839,105598,182683,205807,678,116,417,8302,354,15,193,2872,327,294,42539,22293,159,31319,71964,69403,6373,26422,62,4,570,404,53,575,928,5578,2428,747,29931
617,Bakpao,72544,306005,8125,9391,21417,48724,1375,2069,227172,2969,29843,105773,182692,205829,688,207,41,8341,345,222,237,272,217,318,42616,22286,16,31336,71846,69505,6246,2634,41,-65,5664,35,-82,577,1084,5411,2471,806,30046
618,Bakpao,72431,305928,8272,9524,21282,48631,1463,200,227119,3079,29937,105781,182657,205775,703,52,477,8318,3637,219,176,2797,296,275,42558,22321,202,31173,71923,69476,6377,26498,-4,62,5602,241,74,522,969,5561,2454,792,30074
619,Bakpao,72509,306079,8097,9553,21299,48707,1318,2032,227139,2964,29808,105631,182792,205754,698,184,426,8483,3472,286,25,2852,394,158,42561,22361,156,31256,71838,69472,6286,26466,-36,-79,5717,347,59,553,1025,5443,2357,826,29978
