ID,Nama Bahan,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
1433,"Sup Chunky Campbell's, Firehouse - Daging Sapi Pedas & Cabai","78,70",95,"6,12","3,27","1,71","10,20","2,4","2,86",16,"0,73",-,-,-,355,-,-,-,-,"0,5",-,-,-,-,-,-,-,-,204,-,-,-,-,-,-,-,-,-,-,-,"1,429",-,-,"10,00"
1434,"Sup Chunky Campbell's, Ayam Bakar & Sup Sosis Gumbo","85,60",57,"2,86","1,22","1,54","8,57","0,8","1,63",8,"0,15",-,-,-,347,-,-,-,-,-,-,-,-,-,-,-,-,-,163,-,-,-,-,-,-,-,-,-,-,-,"0,612",-,-,"8,00"
1435,"Sup Chunky Campbell's, Ayam Panggang dengan Sayuran & Sup Pasta","88,80",41,"2,45","1,02","1,90","5,71","0,8","0,82",8,"0,15",-,-,-,359,-,-,-,-,-,-,-,-,-,-,-,-,-,1.224,-,-,-,-,-,-,-,-,-,-,-,"0,204",-,-,"6,00"
1436,"Sup, krim asparagus, kalengan, disiapkan dengan air volume yang sama","91,80",35,"0,94","1,68","1,21","4,38","0,2",-,12,"0,33",2,16,71,402,"0,36","0,051","0,154",-,"1,1","0,022","0,032","0,319","0,050","0,005",9,-,"0,02",182,15,7,-,-,-,-,-,-,-,-,-,"0,430","0,390","0,760","2,00"
1437,"Sup, kacang hitam, kalengan, disiapkan dengan air volume yang sama","87,62",46,"2,42","0,66","1,60","7,71","3,4","1,24",19,"0,75",17,38,125,487,"0,55","0,155","0,250",-,"0,1","0,021","0,020","0,205","0,080","0,035",33,8,-,222,11,-,40,110,6,232,18,"0,18",-,-,"0,9","0,170","0,240","0,205",-
1438,"Sup Chunky Campbell, Steak Sirloin Panggang dengan Sup Sayuran Hangat","87,00",51,"3,27","0,82","1,16","7,76","1,6","1,63",8,"0,44",-,-,-,363,-,-,-,-,"0,5",-,-,-,-,-,-,-,-,1.224,-,-,-,-,-,-,-,-,-,-,-,"0,408",-,-,"4,00"
1439,"Sup, kacang dengan daging babi, kalengan, disiapkan dengan air volume yang sama","85,35",63,"2,88","2,16","1,31","8,31","2,9","1,47",31,"0,75",17,48,147,349,"0,38","0,152","0,245","3,1","0,6","0,032","0,012","0,206","0,034","0,015",12,13,"0,01",324,17,1,58,164,-,2.91,4,"0,43",-,-,"1,2","0,558","0,793","0,666","1,00"
1440,"Sup Chunky Campbell's, Healthy Request Sup Ayam Mie","87,59",41,"2,97","0,97","1,10","5,88","0,8","1,12",12,"0,34",8,36,317,161,"0,47",-,-,-,"0,5",-,-,-,-,-,-,-,-,491,-,-,-,-,-,-,-,-,-,-,-,"0,180","0,400","0,180","8,00"
1441,"Sup, kacang dengan frankfurters, kalengan, disiapkan dengan air volume yang sama","83,03",75,"3,99","2,79","1,39","8,80",-,-,35,"0,94",19,66,191,437,"0,47","0,158","0,315","3,4","0,4","0,044","0,026","0,410","0,040","0,053",12,-,"0,03",348,17,-,-,-,-,-,-,-,-,-,-,"0,850","1,090","0,660","5,00"
1442,"Sup Chunky Campbell, Sup Sayuran yang Sehat","87,70",49,"1,63","0,41","0,67","9,80","1,6","3,27",24,"0,44",-,-,-,167,-,-,-,-,-,-,-,-,-,-,-,-,-,1.633,-,-,-,-,-,-,-,-,-,-,-,"0,204",-,-,-
1443,"Sup, mie sapi, kalengan, disiapkan dengan air volume yang sama","92,16",34,"1,93","1,23","1,10","3,58","0,3","1,03",8,"0,44",3,19,40,325,"0,62","0,060","0,109","3,0","0,2","0,028","0,024","0,425","0,080","0,015",8,7,"0,08",101,5,-,-,60,-,4.253,2,"0,50",-,-,"0,8","0,455","0,495","0,195","2,00"
1444,"Sup, krim seledri, kalengan, disiapkan dengan air volume yang sama","92,27",37,"0,68","2,29","1,15","3,62","0,3",-,16,"0,26",3,15,50,254,"0,06","0,058","0,103","0,9","0,1","0,012","0,020","0,136","0,460","0,005",1,-,"0,10",126,-,-,-,-,-,-,-,-,-,-,-,"0,580","0,530","1,030","6,00"
1445,"Sup, keju, kalengan, disiapkan dengan air volume yang sama","88,12",63,"2,19","4,24","1,19","4,26","0,4",-,57,"0,30",2,55,62,388,"0,26","0,052","0,104","1,8",-,"0,007","0,055","0,161","0,040","0,010",2,-,-,440,120,117,-,-,-,-,-,-,-,-,-,"2,700","1,200","0,120","12,00"
1446,"Sup, kaldu ayam, kalengan, disiapkan dengan air volume yang sama","95,95",16,"2,02","0,57","1,02","0,38",-,"0,29",4,"0,21",1,30,86,306,"0,10","0,051","0,102",-,-,"0,004","0,029","1,372","0,020","0,010",2,5,"0,10",-,-,-,-,-,-,-,-,"0,02",-,-,-,"0,160","0,240","0,110",-
1447,"Sup Chunky Campbell's, Sup Hearty Bean 'N' Ham","81,60",74,"4,49","0,82","0,85","12,24","3,3","2,04",24,"0,73",-,-,-,318,-,-,-,-,-,-,-,-,-,-,-,-,-,1.02,-,-,-,-,-,-,-,-,-,-,-,"0,204",-,-,"4,00"
1448,"Sup Chunky Campbell's, Sup Beef Barley Hearty","86,23",56,"2,89","0,92","0,98","8,98","1,0","1,17",10,"0,49",10,55,129,308,"0,54","0,063","0,096","2,2","0,8","0,027","0,085","1,047","0,210","0,094",12,-,"0,17",157,-,-,27,81,-,229,49,"0,08",-,-,-,"0,377","0,381","0,137","4,00"
1449,"Sup, krim ayam, kalengan, disiapkan dengan air volume yang sama","90,62",48,"1,41","3,02","1,17","3,80","0,1",-,14,"0,25",1,15,36,347,"0,26","0,051","0,154",-,"0,1","0,012","0,025","0,336","0,080","0,007",1,-,"0,04",230,67,66,-,-,-,-,-,-,-,-,-,"0,850","1,340","0,610","4,00"
1450,"Sup, ayam gumbo, kalengan, disiapkan dengan air volume yang sama","93,84",23,"1,08","0,59","1,06","3,43","0,8","1,02",10,"0,37",2,10,31,391,"0,15","0,051","0,103","3,3","2,0","0,010","0,020","0,272","0,080","0,026",2,4,"0,01",55,3,-,-,32,2,990,28,"0,15",-,-,"2,6","0,130","0,270","0,140","2,00"
1451,"Sup Chunky Campbell's, Ayam Hearty dengan Sup Sayuran","88,60",45,"2,45","0,82","1,52","6,94","1,2","1,22",8,-,-,-,-,290,-,-,-,-,-,-,-,-,-,-,-,-,-,1.224,-,-,-,-,-,-,-,-,-,-,-,"0,204",-,-,"6,00"
1452,"Sup, mie ayam, kaleng, disiapkan dengan air volume yang sama","94,17",24,"1,16","0,76","0,94","2,97","0,5",-,5,"0,33",4,18,24,335,"0,14","0,018","0,048","3,1",-,"0,039","0,034","0,598","0,053","0,021",7,6,"0,06",201,11,1,-,119,-,-,4,"0,03",-,-,-,"0,191","0,262","0,166","4,00"
1453,"Sup, ayam dengan nasi, kalengan, disiapkan dengan air volume yang sama","93,87",24,"1,45","0,78","0,99","2,92","0,3","0,08",9,"0,31",-,9,41,238,"0,11","0,053","0,150","2,1","0,1","0,007","0,010","0,459","0,070","0,010",-,5,"0,07",170,9,-,39,83,-,-,3,"0,03",-,-,"0,1","0,185","0,370","0,170","3,00"
1454,"Sup, cabai, kalengan, disiapkan dengan air volume yang sama","85,68",57,"2,49","1,24","1,37","9,23","1,2","2,49",18,"0,79",10,55,196,388,"0,77","0,152","0,392","2,4","1,5","0,022","0,028","0,398","0,108","0,059",4,11,"0,15",563,28,-,13,295,72,1.265,87,"0,53",-,-,"1,6","0,608","0,496","0,046","5,00"
1455,"Sup, clam chowder, manhattan, kalengan, disiapkan dengan air volume yang sama","92,26",30,"0,85","0,86","1,26","4,77","0,6","1,32",11,"0,64",4,16,74,226,"0,36","0,054","0,147","3,7","1,6","0,012","0,016","0,318","0,073","0,039",4,8,"1,58",373,20,2,42,195,7,3.147,13,"0,50",-,-,"2,7","0,149","0,149","0,503","1,00"
1456,"Sup Chunky Campbell's, Manhattan Clam Chowder","87,90",52,"2,04","1,43","0,88","7,76","1,2","1,63",16,"0,44",-,-,-,339,-,-,-,-,-,-,-,-,-,-,-,-,-,1.633,-,-,-,-,-,-,-,-,-,-,-,"0,408",-,-,"2,00"
1457,"Sup, clam chowder, england baru, kaleng, disiapkan dengan air volume yang sama","90,89",35,"1,55","1,01","1,50","5,05","0,3","0,19",9,"1,22",7,127,108,254,"0,18","0,122","0,081","3,1","2,0","0,061","0,081","0,759","0,113","0,051",7,3,"4,63",29,8,8,-,-,-,-,2,"0,20",-,-,"0,4","0,468",-,"0,469","3,00"
1458,"Sup Chunky Campbell's, New England Clam Chowder","83,52",81,"2,46","3,85","1,16","9,01","1,2",-,12,"0,55",11,40,115,353,"0,27","0,033","0,069","3,0","0,4","0,015","0,015","0,470",-,-,-,6,-,6,-,-,-,3,-,-,18,-,-,-,-,-,-,-,"4,00"
1459,"Sup, kaldu sapi, kaldu, consomme, disiapkan dengan volume air yang sama","96,24",12,"2,22",-,"0,81","0,73",-,-,4,"0,22",-,13,64,264,"0,15","0,102","0,152",-,"0,4","0,009","0,012","0,295","0,020","0,010",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1460,"Sup Chunky Campbell, Chowder Ham Kentang Kuno","83,80",78,"2,45","4,49","2,32","6,94","1,2","0,41",8,"0,15",-,-,-,327,-,-,-,-,"1,0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,633",-,-,"8,00"
1461,"Sup Chunky Campbell, Sup Daging Sapi Sayuran Kuno","88,06",49,"3,16","1,23","1,31","6,24","1,3","1,15",17,"0,54",10,48,163,346,"0,59","0,027","0,070","3,0",-,"0,015","0,016","1,002",-,-,-,12,-,2.595,-,-,605,1.255,-,675,137,-,-,-,-,"0,408",-,-,"6,00"
1462,"Sup Chunky Campbell, Roadhouse - Beef & Bean Chili","78,70",95,"6,12","3,27","1,71","10,20","2,4","2,86",16,"0,73",-,-,-,359,-,-,-,-,"0,5",-,-,-,-,-,-,-,-,204,-,-,-,-,-,-,-,-,-,-,-,"1,429",-,-,"10,00"
1463,"Sup Chunky Campbell's, Salisbury Steak dengan Sup Jamur & Bawang","85,20",57,"2,86","1,84","1,90","7,76","0,8","2,45",8,"0,44",-,-,-,327,-,-,-,-,-,-,-,-,-,-,-,-,-,1.02,-,-,-,-,-,-,-,-,-,-,-,"1,020",-,-,"6,00"
1464,"Sup Chunky Campbell's, Ayam Gurih dengan Sup Nasi Putih & Liar","88,00",45,"2,86","0,82","0,98","7,35","0,8","0,41",8,-,-,-,-,331,-,-,-,-,-,-,-,-,-,-,-,-,-,1.02,-,-,-,-,-,-,-,-,-,-,-,"0,204",-,-,"4,00"
1465,"Sup, minestrone, kalengan, disiapkan dengan air volume yang sama","91,33",34,"1,77","1,04","1,19","4,66","0,4",-,14,"0,38",3,23,130,254,"0,31","0,051","0,152",-,"0,5","0,022","0,018","0,391","0,140","0,041",15,-,-,970,49,-,-,-,-,-,-,-,-,-,-,"0,230","0,290","0,460","1,00"
1466,"Sup Chunky Campbell, Sup Panggang Goreng Gurih","87,30",49,"2,86","0,41","1,48","8,16","0,8","1,63",8,"0,29",-,-,-,322,-,-,-,-,"0,5",-,-,-,-,-,-,-,-,1.429,-,-,-,-,-,-,-,-,-,-,-,"0,204",-,-,"4,00"
1467,"Sup, barley jamur, kaleng, disiapkan dengan air volume yang sama","92,40",30,"0,77","0,93","1,10","4,80","0,3",-,5,"0,21",4,25,38,365,"0,20","0,100","0,050",-,-,"0,010","0,036","0,360","0,050","0,070",2,-,-,81,4,-,-,-,-,-,-,-,-,-,-,"0,180","0,410","0,290",-
1468,"Sup, krim jamur, kalengan, disiapkan dengan air volume yang sama","92,46",39,"0,66","2,59","0,96","3,33","0,3","0,20",7,"0,09",2,12,31,340,"0,06","0,016","0,018","1,4",-,"0,006","0,008","0,169","0,072","0,007",1,5,-,4,1,1,-,-,-,-,2,"0,24","0,1",4,"9,6","0,472","0,597","1,420",-
1469,"Sup, jamur dengan kaldu sapi, kalengan, disiapkan dengan air volume yang sama","92,08",35,"1,29","1,65","1,17","3,81","0,3",-,4,"0,34",4,15,65,397,"0,57","0,103","0,154",-,"0,4","0,014","0,039","0,494","0,100","0,015",4,-,-,514,26,-,-,-,-,-,-,-,-,-,-,"0,640","0,580","0,320","3,00"
1470,"Sup, krim bawang, kaleng, disiapkan dengan air volume yang sama","90,50",44,"1,13","2,16","1,10","5,20","0,4",-,14,"0,26",2,15,49,380,"0,06","0,060","0,100",-,"0,5","0,021","0,031","0,206","0,120","0,010",3,-,"0,02",121,6,-,-,-,-,-,-,-,-,-,-,"0,600","0,860","0,600","6,00"
1471,"Sup Chunky Campbell, Sup Sayuran Gurih","88,20",44,"1,22","0,41","1,19","8,98","1,6","2,45",16,"0,29",-,-,-,314,-,-,-,-,-,-,-,-,-,-,-,-,-,1.633,-,-,-,-,-,-,-,-,-,-,-,"0,204",-,-,-
1472,"Sup, sup tiram, kalengan, disiapkan dengan air volume yang sama","94,86",24,"0,87","1,59","0,99","1,69",-,-,9,"0,41",2,20,20,407,"4,27","0,661","0,152",-,"1,3","0,009","0,015","0,097","0,050","0,005",1,-,"0,91",29,8,7,-,-,-,-,-,-,-,-,-,"1,040","0,380","0,070","6,00"
1473,"Sup, kacang polong, hijau, kalengan, disiapkan dengan volume air yang sama","84,55",61,"3,20","1,09","1,28","9,88","1,9","3,19",12,"0,73",15,47,71,336,"0,64","0,146","0,245","3,6","0,6","0,040","0,025","0,462","0,049","0,020",1,13,-,12,3,3,-,1,-,-,-,"0,09",-,-,"0,2","0,524","0,372","0,142",-
1474,"Sup, kacang polong, pisahkan dengan ham, kalengan, disiapkan dengan air volume yang sama","81,77",75,"4,08","1,74","1,36","11,05","0,9",-,9,"0,90",19,84,158,398,"0,52","0,146","0,265",-,"0,6","0,058","0,030","0,583","0,100","0,027",1,-,"0,10",176,9,-,-,-,-,-,-,-,-,-,-,"0,700","0,710","0,250","3,00"
1475,"Sup, krim kentang, kalengan, disiapkan dengan air volume yang sama","92,49",30,"0,72","0,97","1,14","4,70","0,2",-,8,"0,20",1,19,56,238,"0,26","0,103","0,154",-,-,"0,014","0,015","0,221","0,340","0,015",1,-,"0,02",118,29,27,-,-,-,-,-,-,-,-,-,"0,500","0,230","0,170","2,00"
1476,"Sup Chunky Campbell, Steak Bakar - Steak Cabai dengan Kacang","80,00",81,"6,53","1,22","1,22","11,02","2,9","3,67",16,"0,73",-,-,-,355,-,-,-,-,"0,5",-,-,-,-,-,-,-,-,306,-,-,-,-,-,-,-,-,-,-,-,"0,408",-,-,"6,00"
1477,"Sup, krim udang, kaleng, disiapkan dengan air volume yang sama","92,38",36,"1,11","2,07","1,18","3,27","0,1","0,24",9,"0,21",4,13,24,391,"0,30","0,055","0,150","2,3",-,"0,008","0,011","0,170","0,055","0,015",2,3,"0,24",63,16,15,-,-,-,-,-,-,-,-,-,"1,290","0,595","0,075","7,00"
1478,"Sup Chunky Campbell, Daging Sapi Panggang dengan Sup Jamur","87,10",48,"3,27","0,61","1,68","7,35","1,2","2,04",8,"0,44",-,-,-,339,-,-,-,-,"0,5",-,-,-,-,-,-,-,-,1.224,-,-,-,-,-,-,-,-,-,-,-,"0,408",-,-,"6,00"
1479,"Sup Chunky Campbell's, Split Pea 'N' Ham Soup","81,00",78,"4,90","1,02","1,16","12,24","2,0","2,04",8,"0,59",-,-,-,318,-,-,-,-,"1,0",-,-,-,-,-,-,-,-,1.02,-,-,-,-,-,-,-,-,-,-,-,"0,408",-,-,"4,00"
1480,"Sup, daging sapi tomat dengan mie, kalengan, disiapkan dengan air volume yang sama","86,99",56,"1,78","1,71","1,09","8,44","0,6","0,73",9,"0,45",3,23,88,367,"0,30","0,055","0,100","2,0",-,"0,034","0,036","0,745","0,075","0,035",8,8,"0,08",219,12,1,30,114,2,2.929,21,"0,31",-,-,-,"0,635","0,690","0,270","2,00"
1481,"Sup Chunky Campbell's, Sup Kentang Steak 'N'","86,50",49,"3,27","0,82","2,00","7,35","1,2","0,41",-,"0,44",-,-,-,376,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,204",-,-,"6,00"
1482,"Sup, nasi tomat, kalengan, disiapkan dengan air volume yang sama","88,52",47,"0,82","1,06","1,07","8,54","0,7","2,95",11,"0,31",2,13,129,319,"0,20","0,055","0,150","0,9","5,8","0,024","0,020","0,411","0,050","0,030",6,8,-,210,12,1,-,124,-,8.591,1,"0,86",-,-,"1,5","0,200","0,235","0,525","1,00"
1483,"Sup, mie kalkun, kalengan, disiapkan dengan air volume yang sama","92,99",28,"1,60","0,82","1,06","3,54","0,3",-,5,"0,39",2,20,31,334,"0,24","0,051","0,103","4,4","0,1","0,030","0,026","0,572","0,070","0,015",8,-,"0,06",120,6,-,-,-,-,-,-,-,-,-,-,"0,230","0,330","0,200","2,00"
1484,"Sup, sayuran kalkun, kalengan, disiapkan dengan air volume yang sama","92,89",30,"1,28","1,26","0,99","3,58","0,2",-,7,"0,32",2,17,73,376,"0,25","0,051","0,102",-,-,"0,012","0,016","0,417","0,200","0,020",2,-,"0,07",1.014,51,-,-,-,-,-,-,-,-,-,-,"0,370","0,550","0,280","1,00"
1485,"Sup, sayuran vegetarian, kaleng, disiapkan dengan air volume yang sama","92,41",28,"0,86","0,79","1,06","4,89","0,3","1,57",10,"0,44",3,14,86,338,"0,19","0,055","0,188","1,8","0,6","0,022","0,019","0,374","0,140","0,023",4,4,-,1.421,71,-,205,750,-,965,80,"0,58",-,-,"2,1","0,120","0,340","0,295",-
1486,"Sup Rendah Natrium Campbell, Kaldu Ayam","98,20",10,"1,01","0,34","0,46","0,34",-,"0,34",-,-,-,-,77,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,168",-,-,"2,00"
1487,"Sup, sayur daging sapi, kalengan, disiapkan dengan air volume yang sama","91,80",31,"2,23","0,76","1,18","4,06","0,8","0,45",8,"0,45",3,16,69,349,"0,62","0,077","0,125","1,1","1,0","0,015","0,020","0,412","0,140","0,030",4,5,"0,13",1.552,78,-,245,809,-,182,46,"0,24",-,-,"2,8","0,340","0,320","0,045","2,00"
1488,"Sup, sayuran dengan kaldu sapi, kalengan, disiapkan dengan air volume yang sama","91,59",33,"1,21","0,78","1,08","5,35","0,7","0,82",9,"0,40",3,16,79,253,"0,33","0,067","0,138","1,1","1,0","0,021","0,019","0,395","0,140","0,023",4,5,-,853,43,-,193,415,-,14,18,"0,06",-,-,"1,2","0,180","0,225","0,320","1,00"
1489,"Sup, kaldu sapi atau kaldu, bubuk, disiapkan dengan air","98,69",3,"0,21","0,08","0,77","0,25",-,"0,20",4,"0,02",2,3,6,382,"0,01","0,010","0,006","0,3",-,"0,002","0,003","0,049","0,004","0,003",-,1,"0,01",-,-,-,-,-,-,-,-,"0,01",-,-,-,"0,040","0,033","0,003",-
1490,"Sup, kaldu sapi, potong dadu, disiapkan dengan air","98,69",3,"0,21","0,08","0,77","0,25",-,"0,20",4,"0,02",2,3,6,260,"0,01","0,010","0,006","0,3",-,"0,002","0,003","0,049","0,004","0,003",-,1,"0,01",-,-,-,-,-,-,-,-,"0,01",-,-,-,"0,040","0,033","0,003",-
1491,"Sup, kaldu ayam atau kaldu, dikeringkan, disiapkan dengan air","98,28",4,"0,28","0,23","0,92","0,30",-,"0,29",6,"0,02",2,3,6,401,"0,01","0,010","0,003","0,5",-,"0,002","0,007","0,041","0,010","0,002",1,2,-,-,-,-,-,-,-,-,-,"0,01",-,-,-,"0,057","0,089","0,074",-
1492,"Sup, kubus kaldu ayam, dikeringkan, disiapkan dengan air","97,43",5,"0,39","0,12","1,44","0,62",-,-,5,"0,05",1,5,10,326,"0,01",-,"0,010",-,-,"0,005","0,010","0,103","0,020",-,1,-,"0,01",7,1,1,-,-,-,-,-,-,-,-,-,"0,030","0,050","0,040",-
1493,"Sup Rendah Natrium Campbell, Ayam dengan Sup Mie","88,80",52,"3,93","1,48","0,50","5,57","0,7","1,31",7,"0,35",-,-,161,46,-,-,-,-,-,-,-,-,-,-,-,-,-,492,-,-,-,-,-,-,-,-,-,-,-,"0,492","0,656","0,328","10,00"
1494,"Sup, krim ayam, dikeringkan, campur, disiapkan dengan air","90,94",41,"0,68","2,04","1,22","5,11","0,1","1,59",29,"0,10",2,37,82,454,"0,60","0,100","0,300","3,1","0,2","0,040","0,078","1,000","0,300","0,020",2,5,"0,10",156,8,-,5,82,18,1,50,"0,23",-,-,"5,6","1,300","0,450","0,160","1,00"
1495,"Sup Rendah Natrium Campbell, Krim Sup Jamur","89,40",54,"1,01","2,68","0,53","6,38",-,"2,01",13,-,-,-,57,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,839","0,503","1,342","5,00"
1496,"Sup, bawang, dikeringkan, campur, disiapkan dengan air","95,80",12,"0,32","0,01","1,10","2,77","0,3","0,20",9,"0,05",4,9,31,346,"0,05","0,025","0,029","0,2","0,1","0,012","0,012","0,063","0,036","0,025",-,1,-,1,-,-,-,-,-,-,1,"0,01",-,-,"0,1","0,004","0,003","0,007",-
1497,"Campbell's Merah dan Putih - Mangkuk Microwave, Sup Mie Ayam","92,40",30,"1,63","0,82","1,07","4,08","0,4",-,-,"0,29",-,-,-,355,-,-,-,-,-,-,-,-,-,-,-,-,-,204,-,-,-,-,-,-,-,-,-,-,-,"0,204",-,-,"6,00"
1498,"Sup, tomat, dikeringkan, campur, disiapkan dengan air","89,88",38,"0,93","0,61","1,41","7,17","0,4","3,90",29,"0,18",10,33,111,356,"0,13","0,034","0,036","1,1","2,0","0,105","0,175","0,926","0,183","0,058",11,8,"0,06",314,20,5,-,174,8,649,32,"0,22",-,-,"0,8","0,286","0,237","0,063","2,00"
1499,"Campbell's Merah dan Putih - Mangkuk Microwave, Sup Nasi Ayam","92,00",30,"0,82","0,41","1,06","5,71","0,4","0,41",8,"0,29",-,-,-,327,-,-,-,-,-,-,-,-,-,-,-,-,-,204,-,-,-,-,-,-,-,-,-,-,-,"0,204",-,-,"2,00"
1500,"Campbell's Merah dan Putih - Mangkuk Microwave, Sup Tomat Krim","84,70",64,"1,22","2,04","1,83","10,20","1,2","6,53",16,"0,15",-,-,-,306,-,-,-,-,"2,4",-,-,-,-,-,-,-,-,204,-,-,-,-,-,-,-,-,-,-,-,"0,408",-,-,"2,00"
1501,"Campbell's Merah dan Putih - Mangkuk Microwave, Sup Tomat","87,40",44,"1,22",-,"1,58","9,80","1,2","7,35",8,"0,15",-,-,-,322,-,-,-,-,"2,4",-,-,-,-,-,-,-,-,163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1502,"Campbell's Merah dan Putih - Mangkuk Microwave, Sup Daging Sapi Sayur","90,60",34,"2,04","0,20","1,03","6,12","1,2","0,82",-,"0,15",-,-,-,359,-,-,-,-,-,-,-,-,-,-,-,-,-,408,-,-,-,-,-,-,-,-,-,-,-,"0,204",-,-,"4,00"
1503,Campbell's Homestyle Butternut Squash Bisque,"89,80",45,"0,41","1,22","1,00","7,76","0,4","4,90",8,"0,15",-,-,-,265,-,-,-,-,-,-,-,-,-,-,-,-,-,204,-,-,-,-,-,-,-,-,-,-,-,"0,816",-,-,"4,00"
1504,"Sup, mie ayam, dikeringkan, campur, disiapkan dengan air","94,16",23,"0,84","0,55","0,78","3,67","0,1","0,31",2,"0,20",3,12,13,229,"0,08","0,014","0,032","3,8",-,"0,081","0,030","0,431","0,042","0,010",7,5,"0,02",11,1,-,1,5,-,-,8,"0,05",-,-,"1,4","0,122","0,205","0,155","4,00"
1505,Campbell's Homestyle Light New England Clam Chowder,"88,70",49,"2,45","1,63","1,30","6,12","0,8","0,41",8,"0,59",-,-,-,322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,408",-,-,"4,00"
1506,Campbell's Homestyle Healthy Request Gaya Meksiko Tortilla Ayam,"87,00",53,"2,86","1,02","1,30","7,76","1,2","1,22",16,"0,44",-,-,216,167,-,-,-,-,"0,5",-,-,-,-,-,-,-,-,122,-,-,-,-,-,-,-,-,-,-,-,"0,204","0,204",-,"4,00"
1507,Sup Pernikahan Gaya Italia Campbell's Homestyle,"89,20",49,"2,86","1,43","0,60","6,12","0,8","1,22",16,"0,44",-,-,-,322,-,-,-,-,-,-,-,-,-,-,-,-,-,204,-,-,-,-,-,-,-,-,-,-,-,"0,612",-,-,"6,00"
1508,Campbell's Homestyle Mexican Style Chicken Tortilla Soup,"86,40",53,"2,86","0,82","1,40","8,16","1,2","1,63",8,"0,15",-,-,-,347,-,-,-,-,-,-,-,-,-,-,-,-,-,82,-,-,-,-,-,-,-,-,-,-,-,"0,408",-,-,"4,00"
1509,Sup Minestrone Homestyle Campbell,"88,30",41,"1,63","0,41","1,90","7,35","1,6","2,45",16,"0,44",-,-,-,322,-,-,-,-,-,-,-,-,-,-,-,-,-,612,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1510,Campbell's Homestyle New England Clam Chowder,"86,53",70,"2,33","4,23","1,23","5,68","0,8",-,14,"0,56",13,31,337,363,"0,27","0,025","0,076","4,3",-,"0,015","0,015","0,422",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,816",-,-,"4,00"
1511,Campbell's Homestyle Potato Broccoli Cheese Soup,"88,00",65,"1,22","3,67","0,20","6,94","1,2","1,22",16,"0,29",-,-,-,265,-,-,-,-,"1,0",-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,"0,816",-,-,"2,00"
1512,"Sup, jamur daging sapi, kalengan, disiapkan dengan air volume yang sama","92,60",30,"2,37","1,23","1,20","2,60","0,1",-,2,"0,36",4,14,63,386,"0,60","0,100","0,200",-,"1,9","0,016","0,023","0,391","0,090","0,020",4,-,"0,08",-,-,-,-,-,-,-,-,-,-,-,-,"0,610","0,510","0,050","3,00"
1513,Campbell's Homestyle Chicken With White & Wild Rice Soup,"88,70",41,"2,45","0,41","1,50","6,94","0,4","1,22",8,"0,15",-,-,-,322,-,-,-,-,-,-,-,-,-,-,-,-,-,408,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,00"
1514,"Sup, jamur ayam, kalengan, disiapkan dengan air volume yang sama","90,00",54,"1,80","3,75","0,60","3,80","0,1",-,12,"0,36",4,11,63,327,"0,40","0,100","0,100",-,-,"0,010","0,046","0,668","0,100","0,020",-,-,"0,02",465,23,-,-,-,-,-,-,-,-,-,-,"0,980","1,650","0,950","4,00"
1515,"Sup, tomat bisque, kalengan, disiapkan dengan air volume yang sama","87,17",50,"0,92","1,02","1,29","9,60","0,2",-,16,"0,33",4,24,169,424,"0,24","0,052","0,104",-,"2,4","0,027","0,029","0,465","0,050","0,036",6,-,-,292,18,4,-,-,-,-,-,-,-,-,-,"0,220","0,280","0,450","2,00"
1516,"Sup, tomat, kalengan, disiapkan dengan volume air yang sama, komersial","90,55",32,"0,71","0,21","1,08","7,45","0,5","4,03",8,"0,29",7,15,275,186,"0,09","0,029","0,067","1,5","6,3","0,020","0,007","0,420",-,"0,042",-,6,-,192,10,-,-,115,-,5.345,44,"0,17",-,-,"1,5","0,056","0,067","0,077",-
